Average State Income,Contact Method,Age Group,Gender,Scam Category,Scam Type,Amount_lost,State_New South Wales,State_Northern Territory,State_Queensland,State_South Australia,State_Tasmania,State_Victoria,State_Western Australia,Actual_Number_of_Reports,Predicted_Number_of_Reports
2094.3,0.19690913935518253,2.0,0,0.33195665689670484,0.07287503330668799,,0,0,0,0,0,0,1,1,1.3003333333333333
1935.7,0.19690913935518253,3.0,0,0.2981170619060307,0.045607958077982055,,1,0,0,0,0,0,0,6,4.091380952380953
1710.8,0.14175326405542232,1.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,1,0,0,1,1.27
1882.0,0.23430144773070433,6.0,0,0.33195665689670484,0.07287503330668799,1200.0,0,0,0,0,0,1,0,7,6.146535714285715
1901.0,0.14175326405542232,3.0,0,0.03543831601385558,0.03543831601385558,,0,0,1,0,0,0,0,1,1.2927857142857142
1935.7,0.06297184474642509,4.0,0,0.06306066258104627,0.05733191224797939,2149.89,1,0,0,0,0,0,0,1,1.72
2094.3,0.23430144773070433,3.0,1,0.2981170619060307,0.06510347277733369,577.0,0,0,0,0,0,0,1,2,3.074845238095238
2094.3,0.19690913935518253,2.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,0,1,3,2.9998928571428576
1845.8,0.20330402344790835,6.0,1,0.2981170619060307,0.09965361044497735,,0,1,0,0,0,0,0,4,1.6728214285714285
1935.7,0.23430144773070433,3.0,1,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,11,5.705
1882.0,0.20330402344790835,6.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,23,14.872218253968256
1882.0,0.06297184474642509,3.0,1,0.06306066258104627,0.05733191224797939,130000.0,0,0,0,0,0,1,0,1,2.36
1882.0,0.09960920152766675,5.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,1,0,2,1.369619047619048
1776.9,0.09960920152766675,3.0,0,0.09849897859490185,0.09849897859490185,120.0,0,0,0,1,0,0,0,1,1.455
1901.0,0.19690913935518253,3.0,1,0.030375699440447643,0.028244071409539037,,0,0,1,0,0,0,0,1,1.171
1901.0,0.09960920152766675,6.0,1,0.33195665689670484,0.02375877076116884,338.0,0,0,1,0,0,0,0,1,1.3091666666666668
2126.5,0.19690913935518253,6.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,0,1,2.510499999999999
1901.0,0.14175326405542232,6.0,1,0.2981170619060307,0.06510347277733369,0.0,0,0,1,0,0,0,0,1,1.7533333333333334
1901.0,0.14175326405542232,5.0,1,0.33195665689670484,0.09761080024868994,358.0,0,0,1,0,0,0,0,6,5.25
1935.7,0.09960920152766675,3.0,1,0.027267075228705924,0.027267075228705924,3.0,1,0,0,0,0,0,0,1,1.01
2094.3,0.14175326405542232,5.0,1,0.33195665689670484,0.07287503330668799,50.0,0,0,0,0,0,0,1,6,2.7416666666666663
1882.0,0.14175326405542232,5.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,1,0,2,2.039714285714286
2094.3,0.23430144773070433,1.0,1,0.049737987387867486,0.016653343991473488,,0,0,0,0,0,0,1,3,1.39
1776.9,0.23430144773070433,5.0,1,0.2981170619060307,0.09965361044497735,0.0,0,0,0,1,0,0,0,13,17.260198773448778
1901.0,0.19690913935518253,2.0,1,0.09849897859490185,0.09849897859490185,,0,0,1,0,0,0,0,1,4.730607142857142
1901.0,0.19690913935518253,2.0,1,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,5,2.6363373015873015
2126.5,0.20330402344790835,1.0,1,0.33195665689670484,0.09761080024868994,,0,0,0,0,0,0,0,1,1.1456666666666668
1935.7,0.23430144773070433,0.0,0,0.09849897859490185,0.09849897859490185,0.0,1,0,0,0,0,0,0,1,2.0
1845.8,0.14175326405542232,4.0,1,0.33195665689670484,0.09761080024868994,,0,1,0,0,0,0,0,1,1.02
1776.9,0.20330402344790835,4.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,1,0,0,0,4,8.580619047619049
1776.9,0.19690913935518253,3.0,0,0.2981170619060307,0.045607958077982055,0.0,0,0,0,1,0,0,0,3,1.6590432900432899
1776.9,0.23430144773070433,5.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,1,0,0,0,14,2.8931782106782107
1901.0,0.20330402344790835,3.0,1,0.2981170619060307,0.045607958077982055,0.0,0,0,1,0,0,0,0,1,1.7699285714285715
1935.7,0.23430144773070433,3.0,1,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,5,3.1327824675324685
1935.7,0.033084643396394,4.0,1,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,3,1.1685119047619046
2094.3,0.19690913935518253,5.0,1,0.05671018740563105,0.024202859934274804,,0,0,0,0,0,0,1,1,1.014
1901.0,0.19690913935518253,6.0,0,0.06306066258104627,0.05733191224797939,48037.0,0,0,1,0,0,0,0,4,5.28
2094.3,0.09960920152766675,6.0,0,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,0,1,2,1.112
1901.0,0.09960920152766675,5.0,1,0.33195665689670484,0.07287503330668799,1600.0,0,0,1,0,0,0,0,4,2.3066666666666666
1901.0,0.19690913935518253,6.0,1,0.09849897859490185,0.09849897859490185,,0,0,1,0,0,0,0,13,19.63973809523809
2094.3,0.033084643396394,6.0,0,0.33195665689670484,0.02655653255173639,,0,0,0,0,0,0,1,1,1.7056666666666667
1776.9,0.20330402344790835,5.0,0,0.33195665689670484,0.09761080024868994,,0,0,0,1,0,0,0,1,1.3097897935397937
1935.7,0.19690913935518253,5.0,1,0.06306066258104627,0.05733191224797939,141187.26,1,0,0,0,0,0,0,6,4.73
1776.9,0.19690913935518253,2.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,1,0,0,0,1,2.004654761904762
2094.3,0.20330402344790835,6.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,10,4.363419913419914
1935.7,0.23430144773070433,2.0,1,0.2981170619060307,0.045607958077982055,,1,0,0,0,0,0,0,2,1.245488095238096
1882.0,0.14175326405542232,3.0,1,0.2981170619060307,0.09965361044497735,621.55,0,0,0,0,0,1,0,1,1.4168333333333334
1901.0,0.20330402344790835,0.0,0,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,1,1.4344999999999999
2126.5,0.14175326405542232,2.0,1,0.33195665689670484,0.07287503330668799,,0,0,0,0,0,0,0,2,1.702452380952381
1882.0,0.14175326405542232,2.0,0,0.33195665689670484,0.09761080024868994,1025.81,0,0,0,0,0,1,0,5,6.4
1710.8,0.19690913935518253,6.0,1,0.06306066258104627,0.05733191224797939,64113.59,0,0,0,0,1,0,0,2,3.105
2126.5,0.20330402344790835,3.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,0,0,2,1.592790043290043
1935.7,0.20330402344790835,1.0,0,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,2,3.2127499999999993
2094.3,0.19690913935518253,3.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,0,1,4,3.6428452380952376
1882.0,0.09960920152766675,2.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,1,0,1,1.0558333333333332
2094.3,0.19690913935518253,6.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,0,1,2,1.7114126984126983
1935.7,0.06297184474642509,4.0,0,0.2981170619060307,0.045607958077982055,,1,0,0,0,0,0,0,1,1.0
1882.0,0.19690913935518253,6.0,1,0.33195665689670484,0.09761080024868994,,0,0,0,0,0,1,0,2,2.336579365079366
1935.7,0.20330402344790835,5.0,0,0.33195665689670484,0.07287503330668799,,1,0,0,0,0,0,0,3,2.1565476190476183
1901.0,0.06297184474642509,5.0,1,0.03543831601385558,0.03543831601385558,,0,0,1,0,0,0,0,2,1.2830000000000001
1710.8,0.14175326405542232,2.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,0,1,0,0,1,1.04
2094.3,0.14175326405542232,6.0,1,0.008837374544808598,0.008837374544808598,,0,0,0,0,0,0,1,1,1.02
1776.9,0.20330402344790835,4.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,1,0,0,0,2,2.4792380952380957
2094.3,0.23430144773070433,6.0,0,0.33195665689670484,0.09761080024868994,115.0,0,0,0,0,0,0,1,3,7.674626984126985
1935.7,0.19690913935518253,3.0,1,0.2981170619060307,0.09965361044497735,24440.29,1,0,0,0,0,0,0,18,16.645833333333332
1901.0,0.19690913935518253,4.0,1,0.33195665689670484,0.09272581934452438,1540.0,0,0,1,0,0,0,0,4,6.125
1882.0,0.19690913935518253,3.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,1,0,4,5.801226190476191
1776.9,0.23430144773070433,0.0,0,0.2981170619060307,0.06510347277733369,,0,0,0,1,0,0,0,1,1.0766666666666667
2094.3,0.20330402344790835,4.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,0,1,4,4.216412698412699
1901.0,0.19690913935518253,4.0,1,0.33195665689670484,0.07287503330668799,0.0,0,0,1,0,0,0,0,1,2.01
2094.3,0.06297184474642509,2.0,0,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,0,1,1,1.01
1935.7,0.06297184474642509,6.0,1,0.2981170619060307,0.045607958077982055,0.0,1,0,0,0,0,0,0,1,1.71
2094.3,0.23430144773070433,6.0,1,0.06306066258104627,0.05733191224797939,18000.0,0,0,0,0,0,0,1,2,2.57
1901.0,0.20330402344790835,0.0,0,0.2981170619060307,0.08775202060573763,3.0,0,0,1,0,0,0,0,1,1.3229999999999997
1901.0,0.09960920152766675,3.0,0,0.030375699440447643,0.028244071409539037,3500.0,0,0,1,0,0,0,0,1,1.21
1901.0,0.14175326405542232,5.0,0,0.33195665689670484,0.02375877076116884,109.0,0,0,1,0,0,0,0,1,1.1
1882.0,0.19690913935518253,5.0,1,0.33195665689670484,0.02655653255173639,,0,0,0,0,0,1,0,2,1.0524166666666666
2094.3,0.06297184474642509,6.0,1,0.03543831601385558,0.03543831601385558,,0,0,0,0,0,0,1,1,1.02
1935.7,0.14175326405542232,3.0,1,0.06306066258104627,0.05733191224797939,6800.0,1,0,0,0,0,0,0,1,2.46
2126.5,0.14175326405542232,1.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,0,0,1,1.175
1882.0,0.14175326405542232,5.0,1,0.2981170619060307,0.08775202060573763,0.0,0,0,0,0,0,1,0,1,1.4625
1901.0,0.20330402344790835,4.0,1,0.2981170619060307,0.09965361044497735,,0,0,1,0,0,0,0,56,61.94779761904761
1901.0,0.09960920152766675,6.0,1,0.027267075228705924,0.027267075228705924,,0,0,1,0,0,0,0,11,1.01
1776.9,0.19690913935518253,5.0,0,0.06306066258104627,0.05733191224797939,,0,0,0,1,0,0,0,1,1.0549285714285714
1901.0,0.14175326405542232,4.0,0,0.33195665689670484,0.07287503330668799,19632.15,0,0,1,0,0,0,0,5,8.94
1710.8,0.20330402344790835,2.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,1,0,0,3,1.4261666666666668
1882.0,0.20330402344790835,4.0,1,0.33195665689670484,0.09761080024868994,0.0,0,0,0,0,0,1,0,2,2.179583333333333
1935.7,0.20330402344790835,4.0,0,0.05671018740563105,0.03250732747135625,,1,0,0,0,0,0,0,5,1.8151785714285718
1935.7,0.033084643396394,2.0,1,0.049737987387867486,0.033084643396394,,1,0,0,0,0,0,0,1,1.12325
2094.3,0.20330402344790835,3.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,0,1,4,5.717069985569983
1935.7,0.19690913935518253,2.0,0,0.2981170619060307,0.045607958077982055,,1,0,0,0,0,0,0,3,1.6899126984126986
1901.0,0.19690913935518253,6.0,0,0.06306066258104627,0.05733191224797939,270.0,0,0,1,0,0,0,0,4,3.345
2094.3,0.20330402344790835,3.0,0,0.2981170619060307,0.08775202060573763,479.0,0,0,0,0,0,0,1,4,3.3116530969030964
1882.0,0.14175326405542232,5.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,1,0,1,1.1095
1710.8,0.19690913935518253,3.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,0,1,0,0,1,1.3786937229437228
1710.8,0.23430144773070433,6.0,1,0.2981170619060307,0.09965361044497735,595.1,0,0,0,0,1,0,0,5,10.167777777777776
1935.7,0.19690913935518253,1.0,1,0.33195665689670484,0.09761080024868994,,1,0,0,0,0,0,0,1,1.1458412698412697
1845.8,0.23430144773070433,6.0,1,0.05671018740563105,0.024202859934274804,0.0,0,1,0,0,0,0,0,3,1.4881547619047621
1935.7,0.20330402344790835,6.0,0,0.027267075228705924,0.027267075228705924,,1,0,0,0,0,0,0,1,1.9181666666666664
1901.0,0.20330402344790835,2.0,1,0.2981170619060307,0.09965361044497735,2007.8,0,0,1,0,0,0,0,10,19.545619047619045
1935.7,0.19690913935518253,5.0,0,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,9,4.560154761904762
1901.0,0.20330402344790835,6.0,0,0.05671018740563105,0.03250732747135625,,0,0,1,0,0,0,0,6,4.423943362193363
1882.0,0.23430144773070433,5.0,0,0.33195665689670484,0.09272581934452438,15747.0,0,0,0,0,0,1,0,16,20.343408730158732
1935.7,0.20330402344790835,3.0,1,0.33195665689670484,0.09761080024868994,200.0,1,0,0,0,0,0,0,2,6.884499999999999
1776.9,0.14175326405542232,3.0,0,0.33195665689670484,0.09761080024868994,,0,0,0,1,0,0,0,1,1.5568333333333333
1901.0,0.19690913935518253,4.0,1,0.33195665689670484,0.07287503330668799,,0,0,1,0,0,0,0,1,2.3266666666666667
1882.0,0.23430144773070433,6.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,25,25.400797258297267
1710.8,0.20330402344790835,6.0,0,0.05671018740563105,0.03250732747135625,,0,0,0,0,1,0,0,1,1.4477142857142855
1776.9,0.20330402344790835,4.0,0,0.33195665689670484,0.09761080024868994,,0,0,0,1,0,0,0,1,1.1702994227994228
1882.0,0.06297184474642509,4.0,1,0.05671018740563105,0.024202859934274804,,0,0,0,0,0,1,0,1,1.01875
1776.9,0.23430144773070433,2.0,0,0.33195665689670484,0.07287503330668799,45.0,0,0,0,1,0,0,0,2,1.5833333333333335
2094.3,0.14175326405542232,2.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,1,2.1118333333333332
1935.7,0.19690913935518253,4.0,0,0.2981170619060307,0.08775202060573763,,1,0,0,0,0,0,0,7,7.478829365079366
1710.8,0.19690913935518253,6.0,0,0.06306066258104627,0.05733191224797939,24910.0,0,0,0,0,1,0,0,3,3.87
2126.5,0.19690913935518253,0.0,1,0.06306066258104627,0.05733191224797939,0.0,0,0,0,0,0,0,0,1,1.2166666666666668
1901.0,0.23430144773070433,6.0,1,0.33195665689670484,0.09272581934452438,315.48,0,0,1,0,0,0,0,37,45.07156746031747
1935.7,0.06297184474642509,2.0,0,0.33195665689670484,0.09761080024868994,1230.0,1,0,0,0,0,0,0,2,1.76
1776.9,0.033084643396394,3.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,1,0,0,0,1,1.01
1845.8,0.09960920152766675,4.0,1,0.33195665689670484,0.09272581934452438,237.98,0,1,0,0,0,0,0,1,1.04
1901.0,0.19690913935518253,2.0,1,0.2981170619060307,0.09965361044497735,2247.5,0,0,1,0,0,0,0,8,5.491992063492064
1935.7,0.20330402344790835,2.0,0,0.2981170619060307,0.09965361044497735,2502.47,1,0,0,0,0,0,0,16,20.502666666666663
1901.0,0.09960920152766675,6.0,1,0.05671018740563105,0.024202859934274804,1000.0,0,0,1,0,0,0,0,1,1.508333333333333
1935.7,0.14175326405542232,2.0,0,0.33195665689670484,0.07287503330668799,735.0,1,0,0,0,0,0,0,7,2.895
2126.5,0.14175326405542232,1.0,0,0.06306066258104627,0.05733191224797939,,0,0,0,0,0,0,0,1,1.0764285714285715
1901.0,0.23430144773070433,2.0,1,0.06306066258104627,0.05733191224797939,,0,0,1,0,0,0,0,1,1.2026547619047618
2094.3,0.02602362554400924,6.0,0,0.06306066258104627,0.05733191224797939,569889.3,0,0,0,0,0,0,1,1,1.82
1882.0,0.20330402344790835,3.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,1,0,4,4.746267982017982
1901.0,0.20330402344790835,5.0,1,0.027267075228705924,0.027267075228705924,,0,0,1,0,0,0,0,3,1.1317857142857144
2126.5,0.20330402344790835,6.0,0,0.2981170619060307,0.09965361044497735,0.0,0,0,0,0,0,0,0,12,36.179500000000004
2126.5,0.19690913935518253,6.0,0,0.06306066258104627,0.05733191224797939,,0,0,0,0,0,0,0,1,1.0383333333333333
1901.0,0.14175326405542232,2.0,1,0.008837374544808598,0.008837374544808598,13560.87,0,0,1,0,0,0,0,2,1.61
1935.7,0.19690913935518253,2.0,1,0.2981170619060307,0.08775202060573763,,1,0,0,0,0,0,0,6,8.210845238095239
1882.0,0.20330402344790835,5.0,0,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,1,0,15,8.977761904761907
1935.7,0.20330402344790835,2.0,0,0.027267075228705924,0.027267075228705924,,1,0,0,0,0,0,0,1,1.182
1935.7,0.14175326405542232,1.0,0,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,3,1.0775
1901.0,0.033084643396394,5.0,1,0.2981170619060307,0.08775202060573763,60.0,0,0,1,0,0,0,0,1,1.1316666666666668
1882.0,0.23430144773070433,2.0,1,0.33195665689670484,0.09272581934452438,86218.47,0,0,0,0,0,1,0,7,11.913333333333334
2094.3,0.20330402344790835,4.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,2,4.161840548340547
1882.0,0.09960920152766675,4.0,1,0.2981170619060307,0.045607958077982055,0.0,0,0,0,0,0,1,0,2,1.0725
1776.9,0.19690913935518253,6.0,0,0.2981170619060307,0.045607958077982055,,0,0,0,1,0,0,0,7,2.1
1935.7,0.19690913935518253,3.0,1,0.33195665689670484,0.02655653255173639,1800.0,1,0,0,0,0,0,0,1,2.4626666666666663
1901.0,0.09960920152766675,4.0,1,0.2981170619060307,0.09965361044497735,,0,0,1,0,0,0,0,1,1.0308333333333335
1776.9,0.14175326405542232,3.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,1,0,0,0,1,1.4141666666666668
1901.0,0.20330402344790835,2.0,1,0.05671018740563105,0.03250732747135625,,0,0,1,0,0,0,0,1,2.538
2126.5,0.20330402344790835,6.0,0,0.33195665689670484,0.02375877076116884,,0,0,0,0,0,0,0,2,1.6600595238095237
1776.9,0.14175326405542232,4.0,0,0.33195665689670484,0.02375877076116884,3300.0,0,0,0,1,0,0,0,1,1.52
2094.3,0.19690913935518253,2.0,1,0.2981170619060307,0.045607958077982055,,0,0,0,0,0,0,1,1,1.4838333333333336
2094.3,0.20330402344790835,6.0,1,0.05671018740563105,0.03250732747135625,,0,0,0,0,0,0,1,1,1.5173333333333334
1776.9,0.09960920152766675,6.0,0,0.2981170619060307,0.045607958077982055,,0,0,0,1,0,0,0,1,1.0516666666666667
1882.0,0.19690913935518253,2.0,0,0.06306066258104627,0.05733191224797939,0.0,0,0,0,0,0,1,0,2,1.39
1776.9,0.20330402344790835,4.0,0,0.2981170619060307,0.08775202060573763,,0,0,0,1,0,0,0,2,1.5548091630591627
1935.7,0.09960920152766675,3.0,1,0.09849897859490185,0.09849897859490185,775.51,1,0,0,0,0,0,0,1,4.14
1935.7,0.14175326405542232,5.0,1,0.06306066258104627,0.00572875033306688,0.0,1,0,0,0,0,0,0,1,1.0616666666666668
2094.3,0.19690913935518253,1.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,1,1.1149999999999998
1882.0,0.19690913935518253,1.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,1,1.0033333333333332
1901.0,0.14175326405542232,5.0,0,0.2981170619060307,0.09965361044497735,,0,0,1,0,0,0,0,1,1.2986843434343436
1901.0,0.14175326405542232,0.0,0,0.049737987387867486,0.033084643396394,,0,0,1,0,0,0,0,1,1.15
1901.0,0.23430144773070433,5.0,0,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,20,15.262404761904763
1935.7,0.02602362554400924,4.0,0,0.33195665689670484,0.09272581934452438,7702.2,1,0,0,0,0,0,0,1,1.47
1882.0,0.20330402344790835,5.0,1,0.33195665689670484,0.02655653255173639,,0,0,0,0,0,1,0,1,1.3074502164502164
1710.8,0.23430144773070433,6.0,1,0.05671018740563105,0.024202859934274804,,0,0,0,0,1,0,0,3,1.4611666666666665
1935.7,0.23430144773070433,5.0,1,0.049737987387867486,0.016653343991473488,,1,0,0,0,0,0,0,1,2.5671587301587304
1882.0,0.20330402344790835,2.0,1,0.05671018740563105,0.03250732747135625,,0,0,0,0,0,1,0,2,1.6831782106782114
1776.9,0.14175326405542232,2.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,1,0,0,0,1,1.67125
1935.7,0.19690913935518253,4.0,1,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,16,9.924595238095238
1935.7,0.23430144773070433,5.0,1,0.33195665689670484,0.02655653255173639,,1,0,0,0,0,0,0,3,1.1758333333333333
1901.0,0.09960920152766675,2.0,0,0.33195665689670484,0.07287503330668799,4150.0,0,0,1,0,0,0,0,3,1.99
1901.0,0.23430144773070433,4.0,0,0.06306066258104627,0.05733191224797939,,0,0,1,0,0,0,0,1,1.3860714285714286
1901.0,0.19690913935518253,3.0,1,0.2981170619060307,0.045607958077982055,,0,0,1,0,0,0,0,2,3.745022366522366
1882.0,0.14175326405542232,2.0,1,0.049737987387867486,0.033084643396394,,0,0,0,0,0,1,0,1,1.0810000000000002
2094.3,0.20330402344790835,5.0,0,0.33195665689670484,0.09761080024868994,,0,0,0,0,0,0,1,3,2.375238095238095
1901.0,0.02602362554400924,0.0,1,0.33195665689670484,0.09272581934452438,1600.0,0,0,1,0,0,0,0,1,1.71
1845.8,0.14175326405542232,4.0,1,0.06306066258104627,0.05733191224797939,2000.0,0,1,0,0,0,0,0,1,1.19
1901.0,0.14175326405542232,1.0,1,0.33195665689670484,0.07287503330668799,1374.0,0,0,1,0,0,0,0,4,2.96
1882.0,0.20330402344790835,6.0,1,0.2981170619060307,0.09965361044497735,62116.0,0,0,0,0,0,1,0,69,219.8359523809524
1935.7,0.23430144773070433,4.0,0,0.2981170619060307,0.08775202060573763,,1,0,0,0,0,0,0,2,2.4772499999999997
1901.0,0.09960920152766675,4.0,1,0.33195665689670484,0.09761080024868994,970.0,0,0,1,0,0,0,0,3,4.83
2094.3,0.20330402344790835,6.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,0,1,4,5.334958152958152
1935.7,0.19690913935518253,2.0,0,0.049737987387867486,0.033084643396394,,1,0,0,0,0,0,0,1,1.5999999999999996
2094.3,0.19690913935518253,1.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,1,1.349190476190476
1710.8,0.19690913935518253,5.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,0,1,0,0,3,1.96182683982684
1882.0,0.06297184474642509,1.0,0,0.030375699440447643,0.028244071409539037,10554.0,0,0,0,0,0,1,0,1,1.6
1882.0,0.20330402344790835,1.0,0,0.33195665689670484,0.02655653255173639,,0,0,0,0,0,1,0,1,1.064
1882.0,0.19690913935518253,2.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,1,0,8,8.052833333333332
1901.0,0.06297184474642509,2.0,0,0.33195665689670484,0.09761080024868994,,0,0,1,0,0,0,0,1,1.1655000000000002
2126.5,0.23430144773070433,5.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,0,0,1,4.076345238095238
2094.3,0.20330402344790835,5.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,4,4.30549098124098
1901.0,0.20330402344790835,2.0,1,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,6,12.944539682539677
1935.7,0.033084643396394,3.0,0,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,1,1.191246031746032
1935.7,0.23430144773070433,5.0,0,0.2981170619060307,0.045607958077982055,0.0,1,0,0,0,0,0,0,2,2.4543992673992676
1882.0,0.09960920152766675,3.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,1,0,1,1.1166666666666665
2094.3,0.20330402344790835,2.0,0,0.33195665689670484,0.09272581934452438,0.0,0,0,0,0,0,0,1,2,3.64093253968254
1935.7,0.19690913935518253,3.0,0,0.2981170619060307,0.09965361044497735,,1,0,0,0,0,0,0,13,11.258857142857146
1882.0,0.14175326405542232,5.0,0,0.33195665689670484,0.07287503330668799,7600.0,0,0,0,0,0,1,0,3,5.4
1901.0,0.23430144773070433,5.0,0,0.030375699440447643,0.028244071409539037,,0,0,1,0,0,0,0,1,1.488718253968254
1882.0,0.14175326405542232,3.0,1,0.33195665689670484,0.0019095834443556266,,0,0,0,0,0,1,0,1,1.051611111111111
2094.3,0.20330402344790835,5.0,0,0.05671018740563105,0.03250732747135625,,0,0,0,0,0,0,1,1,1.6033809523809526
1882.0,0.19690913935518253,3.0,1,0.2981170619060307,0.045607958077982055,,0,0,0,0,0,1,0,3,5.30721608946609
1882.0,0.19690913935518253,1.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,3,2.258603174603175
1935.7,0.14175326405542232,6.0,1,0.09849897859490185,0.09849897859490185,0.0,1,0,0,0,0,0,0,1,1.3644523809523808
1882.0,0.20330402344790835,3.0,0,0.2981170619060307,0.045607958077982055,0.0,0,0,0,0,0,1,0,1,1.3807619047619049
2094.3,0.06297184474642509,5.0,0,0.06306066258104627,0.05733191224797939,110.0,0,0,0,0,0,0,1,1,1.14
2094.3,0.14175326405542232,5.0,1,0.03543831601385558,0.03543831601385558,236493.15,0,0,0,0,0,0,1,3,1.58
1935.7,0.14175326405542232,5.0,0,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,2,1.59265873015873
1901.0,0.033084643396394,4.0,0,0.05671018740563105,0.024202859934274804,0.0,0,0,1,0,0,0,0,1,1.32
1776.9,0.23430144773070433,2.0,1,0.030375699440447643,0.028244071409539037,5000.0,0,0,0,1,0,0,0,1,1.65
1882.0,0.033084643396394,6.0,0,0.027267075228705924,0.027267075228705924,,0,0,0,0,0,1,0,1,1.307607142857143
1882.0,0.23430144773070433,4.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,4,2.07177380952381
1901.0,0.20330402344790835,5.0,0,0.2981170619060307,0.08775202060573763,,0,0,1,0,0,0,0,11,5.2808095238095225
1901.0,0.23430144773070433,5.0,1,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,28,24.644999999999996
1935.7,0.20330402344790835,0.0,0,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,2,1.1904166666666667
1901.0,0.06297184474642509,5.0,1,0.2981170619060307,0.09965361044497735,,0,0,1,0,0,0,0,1,1.1150238095238094
1776.9,0.23430144773070433,3.0,0,0.2981170619060307,0.06510347277733369,,0,0,0,1,0,0,0,1,1.0090000000000001
1882.0,0.09960920152766675,6.0,0,0.33195665689670484,0.09761080024868994,1787.57,0,0,0,0,0,1,0,5,4.71
1901.0,0.19690913935518253,6.0,0,0.2981170619060307,0.06510347277733369,,0,0,1,0,0,0,0,3,4.090904761904763
1901.0,0.14175326405542232,3.0,1,0.2981170619060307,0.08775202060573763,240.0,0,0,1,0,0,0,0,2,1.98
1901.0,0.23430144773070433,6.0,1,0.05671018740563105,0.03250732747135625,,0,0,1,0,0,0,0,7,5.121560606060607
1882.0,0.20330402344790835,6.0,1,0.05671018740563105,0.024202859934274804,,0,0,0,0,0,1,0,7,1.0586666666666666
2094.3,0.19690913935518253,6.0,0,0.05671018740563105,0.024202859934274804,,0,0,0,0,0,0,1,1,1.06
