Average State Income,Contact Method,Age Group,Scam Type,Amount_lost,Number_of_reports,State_New South Wales,State_Northern Territory,State_Queensland,State_South Australia,State_Tasmania,State_Victoria,State_Western Australia,Predicted_Number_of_Reports,Actual_Number_of_Reports
1935.7,0.19690913935518253,3.0,0.09849897859490185,988.89,15,1,0,0,0,0,0,0,5.558960583442749,15
1935.7,0.20330402344790835,5.0,0.06510347277733369,0.0,3,1,0,0,0,0,0,0,7.17540689667276,3
1776.9,0.23430144773070433,2.0,0.05733191224797939,0.0,1,0,0,0,1,0,0,0,0.49309524371909996,1
2126.5,0.14175326405542232,4.0,0.09761080024868994,116.0,1,0,0,0,0,0,0,0,0.8261204018335444,1
1935.7,0.19690913935518253,3.0,0.07287503330668799,600.0,2,1,0,0,0,0,0,0,3.350509259483855,2
1901.0,0.19690913935518253,2.0,0.07287503330668799,0.0,1,0,0,1,0,0,0,0,2.4172270903879847,1
2094.3,0.033084643396394,5.0,0.024202859934274804,0.0,2,0,0,0,0,0,0,1,0.14485533936561862,2
2094.3,0.20330402344790835,1.0,0.09965361044497735,0.0,6,0,0,0,0,0,0,1,8.480024300709795,6
1901.0,0.06297184474642509,3.0,0.05733191224797939,31050.65,2,0,0,1,0,0,0,0,2.0399438309589564,2
1901.0,0.20330402344790835,4.0,0.024202859934274804,0.0,3,0,0,1,0,0,0,0,3.0127798835890465,3
1710.8,0.23430144773070433,4.0,0.09965361044497735,0.0,1,0,0,0,0,1,0,0,15.820612438176942,1
1935.7,0.06297184474642509,1.0,0.09272581934452438,706.86,1,1,0,0,0,0,0,0,3.001066789285097,1
1935.7,0.06297184474642509,5.0,0.07287503330668799,8310.0,1,1,0,0,0,0,0,0,2.8763200857127926,1
1882.0,0.19690913935518253,5.0,0.09965361044497735,0.0,58,0,0,0,0,0,1,0,25.960762471869714,58
1901.0,0.14175326405542232,0.0,0.03543831601385558,0.0,1,0,0,1,0,0,0,0,0.45827423460655986,1
1776.9,0.20330402344790835,3.0,0.09965361044497735,0.0,16,0,0,0,1,0,0,0,16.988239871205902,16
1882.0,0.20330402344790835,2.0,0.07287503330668799,0.0,2,0,0,0,0,0,1,0,3.182101149194386,2
2094.3,0.06297184474642509,2.0,0.09761080024868994,0.0,2,0,0,0,0,0,0,1,0.3977403502902059,2
2094.3,0.23430144773070433,1.0,0.06510347277733369,0.0,5,0,0,0,0,0,0,1,0.9132403271751933,5
1901.0,0.14175326405542232,2.0,0.028244071409539037,20000.0,2,0,0,1,0,0,0,0,1.9386833792904898,2
2094.3,0.20330402344790835,2.0,0.024202859934274804,0.0,1,0,0,0,0,0,0,1,0.8940116143486218,1
2094.3,0.20330402344790835,3.0,0.09849897859490185,0.0,2,0,0,0,0,0,0,1,5.224626368950342,2
1901.0,0.19690913935518253,4.0,0.045607958077982055,10600.0,2,0,0,1,0,0,0,0,2.8003017170214406,2
1901.0,0.23430144773070433,4.0,0.09761080024868994,1949.65,3,0,0,1,0,0,0,0,8.81918086951715,3
1882.0,0.20330402344790835,6.0,0.09761080024868994,300.0,1,0,0,0,0,0,1,0,6.182378360141218,1
2126.5,0.23430144773070433,4.0,0.09849897859490185,0.0,2,0,0,0,0,0,0,0,3.3173119753725175,2
1935.7,0.23430144773070433,4.0,0.09761080024868994,738.79,6,1,0,0,0,0,0,0,9.55590082131121,6
2126.5,0.19690913935518253,5.0,0.09965361044497735,0.0,3,0,0,0,0,0,0,0,4.730443789099968,3
1935.7,0.20330402344790835,3.0,0.09761080024868994,0.0,1,1,0,0,0,0,0,0,7.728203145621507,1
1935.7,0.20330402344790835,2.0,0.08775202060573763,0.0,9,1,0,0,0,0,0,0,5.655432132168889,9
1882.0,0.23430144773070433,5.0,0.09761080024868994,235.99,6,0,0,0,0,0,1,0,13.957041548490992,6
1882.0,0.19690913935518253,4.0,0.09965361044497735,0.0,11,0,0,0,0,0,1,0,15.294708138522726,11
1882.0,0.14175326405542232,6.0,0.05733191224797939,594.0,1,0,0,0,0,0,1,0,1.0893063808607077,1
1935.7,0.20330402344790835,4.0,0.08775202060573763,0.0,6,1,0,0,0,0,0,0,7.160947229077287,6
1935.7,0.19690913935518253,3.0,0.05733191224797939,0.0,2,1,0,0,0,0,0,0,2.3614699232551053,2
1901.0,0.20330402344790835,5.0,0.09272581934452438,0.0,39,0,0,1,0,0,0,0,12.105742895136741,39
2094.3,0.20330402344790835,4.0,0.03250732747135625,0.0,1,0,0,0,0,0,0,1,1.9519344680826796,1
1710.8,0.20330402344790835,2.0,0.09849897859490185,0.0,1,0,0,0,0,1,0,0,2.0981454912471165,1
1776.9,0.20330402344790835,0.0,0.09849897859490185,0.0,1,0,0,0,1,0,0,0,1.864775675154481,1
1901.0,0.14175326405542232,3.0,0.028244071409539037,32000.0,1,0,0,1,0,0,0,0,2.051075224385938,1
1901.0,0.23430144773070433,2.0,0.09849897859490185,0.0,2,0,0,1,0,0,0,0,5.396640217939632,2
1901.0,0.09960920152766675,3.0,0.05733191224797939,13750.43,2,0,0,1,0,0,0,0,2.091967120605566,2
2094.3,0.02602362554400924,1.0,0.028244071409539037,0.0,1,0,0,0,0,0,0,1,0.2006345357903171,1
1901.0,0.09960920152766675,4.0,0.09272581934452438,100.0,3,0,0,1,0,0,0,0,2.840470959884463,3
1845.8,0.20330402344790835,0.0,0.09272581934452438,0.0,1,0,1,0,0,0,0,0,0.9089265740096388,1
2094.3,0.23430144773070433,5.0,0.016653343991473488,0.0,2,0,0,0,0,0,0,1,2.9674079891540237,2
1776.9,0.14175326405542232,0.0,0.03543831601385558,0.0,1,0,0,0,1,0,0,0,-0.21019365398741882,1
2126.5,0.20330402344790835,2.0,0.09965361044497735,0.0,17,0,0,0,0,0,0,0,6.281834988451456,17
1882.0,0.19690913935518253,5.0,0.08775202060573763,980.0,6,0,0,0,0,0,1,0,6.167282436436595,6
1901.0,0.06297184474642509,5.0,0.027267075228705924,0.0,1,0,0,1,0,0,0,0,1.283752366050151,1
1882.0,0.14175326405542232,1.0,0.028244071409539037,722.0,4,0,0,0,0,0,1,0,1.7786432923456548,4
1901.0,0.20330402344790835,4.0,0.03543831601385558,0.0,2,0,0,1,0,0,0,0,3.211860996874747,2
1882.0,0.19690913935518253,5.0,0.016653343991473488,0.0,1,0,0,0,0,0,1,0,2.953404928003434,1
1935.7,0.14175326405542232,3.0,0.05733191224797939,75744.93,2,1,0,0,0,0,0,0,2.802452059736805,2
1901.0,0.23430144773070433,4.0,0.024202859934274804,0.0,2,0,0,1,0,0,0,0,2.8344657181775124,2
1882.0,0.20330402344790835,0.0,0.07287503330668799,1456.95,1,0,0,0,0,0,1,0,2.7529424754436778,1
1935.7,0.23430144773070433,5.0,0.07287503330668799,46609.5,17,1,0,0,0,0,0,0,18.29874356820732,17
2094.3,0.23430144773070433,1.0,0.09965361044497735,0.0,1,0,0,0,0,0,0,1,5.22869259713009,1
1901.0,0.14175326405542232,1.0,0.028244071409539037,0.0,1,0,0,1,0,0,0,0,0.6629704290008989,1
1882.0,0.19690913935518253,3.0,0.09761080024868994,5500.0,5,0,0,0,0,0,1,0,5.249009208763606,5
1882.0,0.20330402344790835,1.0,0.09849897859490185,0.0,2,0,0,0,0,0,1,0,5.597113111041961,2
1882.0,0.19690913935518253,5.0,0.033084643396394,0.0,1,0,0,0,0,0,1,0,3.514425846435107,1
1935.7,0.09960920152766675,5.0,0.09965361044497735,0.0,1,1,0,0,0,0,0,0,17.41155589146148,1
1776.9,0.23430144773070433,5.0,0.008837374544808598,537.9,1,0,0,0,1,0,0,0,7.691275442138773,1
1882.0,0.09960920152766675,1.0,0.02655653255173639,0.0,1,0,0,0,0,0,1,0,0.8191658758060331,1
1882.0,0.06297184474642509,5.0,0.03543831601385558,0.0,1,0,0,0,0,0,1,0,1.5537475982477782,1
1776.9,0.19690913935518253,4.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,3.076746018031095,1
1882.0,0.06297184474642509,4.0,0.03250732747135625,0.0,1,0,0,0,0,0,1,0,1.2788523308297006,1
1845.8,0.23430144773070433,3.0,0.09272581934452438,0.0,1,0,1,0,0,0,0,0,2.6259243948440147,1
1935.7,0.09960920152766675,2.0,0.09761080024868994,819.62,8,1,0,0,0,0,0,0,3.195092952677288,8
2126.5,0.20330402344790835,1.0,0.09761080024868994,0.0,1,0,0,0,0,0,0,0,2.2397055089339717,1
1882.0,0.20330402344790835,3.0,0.09761080024868994,0.0,1,0,0,0,0,0,1,0,7.10372281932254,1
2094.3,0.14175326405542232,4.0,0.09761080024868994,410.62,3,0,0,0,0,0,0,1,2.450005218368665,3
2094.3,0.20330402344790835,2.0,0.03543831601385558,200.0,1,0,0,0,0,0,0,1,0.8566889253877843,1
1882.0,0.14175326405542232,1.0,0.09272581934452438,2587.0,2,0,0,0,0,0,1,0,3.8031840477491157,2
1935.7,0.09960920152766675,3.0,0.08775202060573763,0.0,1,1,0,0,0,0,0,0,2.569639552845474,1
1882.0,0.06297184474642509,0.0,0.07287503330668799,5043.0,2,0,0,0,0,0,1,0,2.152474478224343,2
1901.0,0.20330402344790835,0.0,0.03250732747135625,0.0,1,0,0,1,0,0,0,0,1.143058652579674,1
1776.9,0.19690913935518253,1.0,0.09272581934452438,0.0,2,0,0,0,1,0,0,0,2.0168399538342943,2
2094.3,0.23430144773070433,5.0,0.03543831601385558,0.0,1,0,0,0,0,0,0,1,3.590154658329127,1
1935.7,0.19690913935518253,5.0,0.06510347277733369,0.0,2,1,0,0,0,0,0,0,5.069080756222771,2
1776.9,0.19690913935518253,2.0,0.09965361044497735,0.0,3,0,0,0,1,0,0,0,0.9992754840061424,3
1901.0,0.20330402344790835,5.0,0.0165201172395417,250.0,1,0,0,1,0,0,0,0,5.668757562408768,1
2126.5,0.23430144773070433,1.0,0.09965361044497735,0.0,1,0,0,0,0,0,0,0,0.30667863371153314,1
2126.5,0.20330402344790835,4.0,0.09965361044497735,150.0,10,0,0,0,0,0,0,0,18.131616738784736,10
1935.7,0.09960920152766675,1.0,0.09849897859490185,940.0,1,1,0,0,0,0,0,0,2.8672664810414945,1
1901.0,0.23430144773070433,5.0,0.09849897859490185,0.0,21,0,0,1,0,0,0,0,12.169262421980994,21
2094.3,0.09960920152766675,2.0,0.08775202060573763,2665.0,1,0,0,0,0,0,0,1,2.043154299823901,1
1776.9,0.23430144773070433,1.0,0.09761080024868994,198.9,3,0,0,0,1,0,0,0,2.711751218493003,3
1901.0,0.14175326405542232,1.0,0.07287503330668799,1255.0,3,0,0,1,0,0,0,0,2.421545423089733,3
1882.0,0.20330402344790835,4.0,0.09965361044497735,0.0,79,0,0,0,0,0,1,0,41.82413088539017,79
2094.3,0.23430144773070433,3.0,0.02655653255173639,0.0,4,0,0,0,0,0,0,1,0.8397953098819687,4
1882.0,0.19690913935518253,3.0,0.05733191224797939,0.0,4,0,0,0,0,0,1,0,2.2208020152223447,4
1710.8,0.09960920152766675,5.0,0.07287503330668799,3140.0,1,0,0,0,0,1,0,0,0.7851876413321577,1
2094.3,0.20330402344790835,5.0,0.09761080024868994,0.0,1,0,0,0,0,0,0,1,8.244206809980374,1
2094.3,0.14175326405542232,2.0,0.027267075228705924,0.0,1,0,0,0,0,0,0,1,0.5551696059704386,1
2094.3,0.06297184474642509,4.0,0.07287503330668799,0.0,2,0,0,0,0,0,0,1,0.844951710818493,2
1776.9,0.06297184474642509,3.0,0.05733191224797939,0.0,1,0,0,0,1,0,0,0,0.37749396470080804,1
1935.7,0.19690913935518253,0.0,0.045607958077982055,0.0,2,1,0,0,0,0,0,0,1.3240012816835571,2
1882.0,0.20330402344790835,1.0,0.06510347277733369,0.0,2,0,0,0,0,0,1,0,2.6914501609895183,2
2094.3,0.033084643396394,5.0,0.027267075228705924,0.0,1,0,0,0,0,0,0,1,0.5009188951182854,1
1935.7,0.14175326405542232,1.0,0.07287503330668799,750.0,2,1,0,0,0,0,0,0,2.6829457185555903,2
2094.3,0.23430144773070433,4.0,0.03250732747135625,0.0,1,0,0,0,0,0,0,1,1.7736203026711461,1
2094.3,0.19690913935518253,1.0,0.07287503330668799,0.0,1,0,0,0,0,0,0,1,1.279626159986412,1
1935.7,0.19690913935518253,2.0,0.045607958077982055,0.0,6,1,0,0,0,0,0,0,2.0278400981858025,6
1710.8,0.14175326405542232,0.0,0.09849897859490185,0.0,1,0,0,0,0,1,0,0,-0.10775460116878592,1
1882.0,0.23430144773070433,5.0,0.07287503330668799,1200.0,7,0,0,0,0,0,1,0,17.981673418855276,7
1901.0,0.14175326405542232,2.0,0.03543831601385558,0.0,1,0,0,1,0,0,0,0,0.981954184549123,1
1935.7,0.06297184474642509,3.0,0.05733191224797939,2149.89,1,1,0,0,0,0,0,0,2.1368241434713333,1
2094.3,0.23430144773070433,2.0,0.06510347277733369,577.0,2,0,0,0,0,0,0,1,1.3103504061577844,2
2094.3,0.19690913935518253,1.0,0.09965361044497735,0.0,3,0,0,0,0,0,0,1,0.3265219147664671,3
1845.8,0.20330402344790835,5.0,0.09965361044497735,0.0,4,0,1,0,0,0,0,0,26.308542193858663,4
1935.7,0.23430144773070433,2.0,0.09272581934452438,0.0,11,1,0,0,0,0,0,0,6.779895768515623,11
1882.0,0.20330402344790835,5.0,0.09849897859490185,0.0,23,0,0,0,0,0,1,0,12.069487999738474,23
1882.0,0.06297184474642509,2.0,0.05733191224797939,130000.0,1,0,0,0,0,0,1,0,2.3392872696505433,1
1882.0,0.09960920152766675,4.0,0.09965361044497735,0.0,2,0,0,0,0,0,1,0,5.595959279611247,2
1776.9,0.09960920152766675,2.0,0.09849897859490185,120.0,1,0,0,0,1,0,0,0,0.37828110331138975,1
1901.0,0.19690913935518253,2.0,0.028244071409539037,0.0,1,0,0,1,0,0,0,0,1.4977012428087897,1
1901.0,0.09960920152766675,5.0,0.02375877076116884,338.0,1,0,0,1,0,0,0,0,1.0668463518654112,1
2126.5,0.19690913935518253,5.0,0.09849897859490185,0.0,1,0,0,0,0,0,0,0,3.6666145996004365,1
1901.0,0.14175326405542232,5.0,0.06510347277733369,0.0,1,0,0,1,0,0,0,0,2.832822379693263,1
1901.0,0.14175326405542232,4.0,0.09761080024868994,358.0,6,0,0,1,0,0,0,0,3.9190095726083296,6
1935.7,0.09960920152766675,2.0,0.027267075228705924,3.0,1,1,0,0,0,0,0,0,0.9068724191633857,1
2094.3,0.14175326405542232,4.0,0.07287503330668799,50.0,6,0,0,0,0,0,0,1,1.6396591266807257,6
1882.0,0.14175326405542232,4.0,0.09965361044497735,0.0,2,0,0,0,0,0,1,0,8.369997394856236,2
2094.3,0.23430144773070433,0.0,0.016653343991473488,0.0,3,0,0,0,0,0,0,1,-0.24856375571946987,3
1776.9,0.23430144773070433,4.0,0.09965361044497735,0.0,13,0,0,0,1,0,0,0,22.428973604712887,13
1901.0,0.19690913935518253,1.0,0.09849897859490185,0.0,1,0,0,1,0,0,0,0,3.0287120497113658,1
1901.0,0.19690913935518253,1.0,0.09272581934452438,0.0,5,0,0,1,0,0,0,0,3.3999583667846225,5
2126.5,0.20330402344790835,0.0,0.09761080024868994,0.0,1,0,0,0,0,0,0,0,1.357968049400022,1
1935.7,0.23430144773070433,6.0,0.09849897859490185,0.0,1,1,0,0,0,0,0,0,5.583465070781958,1
1845.8,0.14175326405542232,3.0,0.09761080024868994,0.0,1,0,1,0,0,0,0,0,0.4578334135278176,1
1776.9,0.20330402344790835,3.0,0.09272581934452438,0.0,4,0,0,0,1,0,0,0,4.826533554839115,4
1776.9,0.19690913935518253,2.0,0.045607958077982055,0.0,3,0,0,0,1,0,0,0,1.019146972628583,3
1776.9,0.23430144773070433,4.0,0.06510347277733369,0.0,14,0,0,0,1,0,0,0,2.161599511631801,14
1901.0,0.20330402344790835,2.0,0.045607958077982055,0.0,1,0,0,1,0,0,0,0,2.2033013855833206,1
1935.7,0.23430144773070433,2.0,0.09849897859490185,0.0,5,1,0,0,0,0,0,0,6.134873985939734,5
1935.7,0.033084643396394,3.0,0.09272581934452438,0.0,3,1,0,0,0,0,0,0,2.7066272643434988,3
2094.3,0.19690913935518253,4.0,0.024202859934274804,0.0,1,0,0,0,0,0,0,1,1.297807675926707,1
1901.0,0.19690913935518253,5.0,0.05733191224797939,48037.0,4,0,0,1,0,0,0,0,3.8554060936252643,4
2094.3,0.09960920152766675,5.0,0.08775202060573763,0.0,2,0,0,0,0,0,0,1,1.703687578943636,2
1901.0,0.09960920152766675,4.0,0.07287503330668799,1600.0,4,0,0,1,0,0,0,0,2.3198619136866676,4
1901.0,0.19690913935518253,5.0,0.09849897859490185,0.0,13,0,0,1,0,0,0,0,7.285526494671739,13
2094.3,0.033084643396394,5.0,0.02655653255173639,0.0,1,0,0,0,0,0,0,1,0.14485533936561862,1
1776.9,0.20330402344790835,4.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,5.445026669279162,1
1935.7,0.19690913935518253,4.0,0.05733191224797939,141187.26,6,1,0,0,0,0,0,0,3.27596104672919,6
1776.9,0.19690913935518253,1.0,0.09965361044497735,0.0,1,0,0,0,1,0,0,0,-1.05154011479414,1
2094.3,0.20330402344790835,5.0,0.09849897859490185,0.0,10,0,0,0,0,0,0,1,8.244206809980374,10
1935.7,0.23430144773070433,1.0,0.045607958077982055,0.0,2,1,0,0,0,0,0,0,1.7000024262031461,2
1882.0,0.14175326405542232,2.0,0.09965361044497735,621.55,1,0,0,0,0,0,1,0,3.452336456478878,1
1901.0,0.20330402344790835,6.0,0.09272581934452438,0.0,1,0,0,1,0,0,0,0,4.982627463431889,1
2126.5,0.14175326405542232,1.0,0.07287503330668799,0.0,2,0,0,0,0,0,0,0,0.44086320493715503,2
1882.0,0.14175326405542232,1.0,0.09761080024868994,1025.81,5,0,0,0,0,0,1,0,3.2595554668557827,5
1710.8,0.19690913935518253,5.0,0.05733191224797939,64113.59,2,0,0,0,0,1,0,0,1.0776403482178891,2
2126.5,0.20330402344790835,2.0,0.09272581934452438,0.0,2,0,0,0,0,0,0,0,3.562453591962251,2
1935.7,0.20330402344790835,0.0,0.09272581934452438,0.0,2,1,0,0,0,0,0,0,5.435185643866187,2
2094.3,0.19690913935518253,2.0,0.09965361044497735,0.0,4,0,0,0,0,0,0,1,2.3773375135667494,4
1882.0,0.09960920152766675,1.0,0.09965361044497735,0.0,1,0,0,0,0,0,1,0,-1.5471481905837507,1
2094.3,0.19690913935518253,5.0,0.09272581934452438,0.0,2,0,0,0,0,0,0,1,5.627530921195524,2
1935.7,0.06297184474642509,3.0,0.045607958077982055,0.0,1,1,0,0,0,0,0,0,1.1458050539755553,1
1882.0,0.19690913935518253,5.0,0.09761080024868994,0.0,2,0,0,0,0,0,1,0,7.620517916346729,2
1935.7,0.20330402344790835,4.0,0.07287503330668799,0.0,3,1,0,0,0,0,0,0,4.763373646531889,3
1901.0,0.06297184474642509,4.0,0.03543831601385558,0.0,2,0,0,1,0,0,0,0,1.0088570986320733,2
1710.8,0.14175326405542232,1.0,0.09965361044497735,0.0,1,0,0,0,0,1,0,0,-8.302658834273071,1
2094.3,0.14175326405542232,5.0,0.008837374544808598,0.0,1,0,0,0,0,0,0,1,0.43626582362402383,1
1776.9,0.20330402344790835,3.0,0.08775202060573763,0.0,2,0,0,0,1,0,0,0,2.9075880425280074,2
2094.3,0.23430144773070433,5.0,0.09761080024868994,115.0,3,0,0,0,0,0,0,1,8.911085969916245,3
1935.7,0.19690913935518253,2.0,0.09965361044497735,24440.29,18,1,0,0,0,0,0,0,11.617122087341917,18
1901.0,0.19690913935518253,3.0,0.09272581934452438,1540.0,4,0,0,1,0,0,0,0,5.077266563583501,4
1882.0,0.19690913935518253,2.0,0.08775202060573763,0.0,4,0,0,0,0,0,1,0,3.738528509623918,4
1776.9,0.23430144773070433,6.0,0.06510347277733369,0.0,1,0,0,0,1,0,0,0,-0.09394489162987493,1
2094.3,0.20330402344790835,3.0,0.08775202060573763,0.0,4,0,0,0,0,0,0,1,4.135863932977926,4
1901.0,0.19690913935518253,3.0,0.07287503330668799,0.0,1,0,0,1,0,0,0,0,2.529618935483432,1
2094.3,0.06297184474642509,1.0,0.09272581934452438,0.0,1,0,0,0,0,0,0,1,0.7032112013333263,1
1935.7,0.06297184474642509,5.0,0.045607958077982055,0.0,1,1,0,0,0,0,0,0,1.6161144301435169,1
2094.3,0.23430144773070433,5.0,0.05733191224797939,18000.0,2,0,0,0,0,0,0,1,13.982086642691335,2
1901.0,0.20330402344790835,6.0,0.08775202060573763,3.0,1,0,0,1,0,0,0,0,2.5081816287791883,1
1901.0,0.09960920152766675,2.0,0.028244071409539037,3500.0,1,0,0,1,0,0,0,0,1.8188985950230432,1
1901.0,0.14175326405542232,4.0,0.02375877076116884,109.0,1,0,0,1,0,0,0,0,1.2472261411287964,1
1882.0,0.19690913935518253,4.0,0.02655653255173639,0.0,2,0,0,0,0,0,1,0,2.2223924002250643,2
2094.3,0.06297184474642509,5.0,0.03543831601385558,0.0,1,0,0,0,0,0,0,1,0.5009188951182854,1
1935.7,0.14175326405542232,2.0,0.05733191224797939,6800.0,1,1,0,0,0,0,0,0,2.468822234667503,1
2126.5,0.14175326405542232,0.0,0.08775202060573763,0.0,1,0,0,0,0,0,0,0,0.43494106444216507,1
1882.0,0.14175326405542232,4.0,0.08775202060573763,0.0,1,0,0,0,0,0,1,0,3.1340346099303527,1
1901.0,0.20330402344790835,3.0,0.09965361044497735,0.0,56,0,0,1,0,0,0,0,32.047251979939816,56
1901.0,0.09960920152766675,5.0,0.027267075228705924,0.0,11,0,0,1,0,0,0,0,1.1805356764388366,11
1776.9,0.19690913935518253,4.0,0.05733191224797939,0.0,1,0,0,0,1,0,0,0,1.1595642183555093,1
1901.0,0.14175326405542232,3.0,0.07287503330668799,19632.15,5,0,0,1,0,0,0,0,2.970601071965133,5
1710.8,0.20330402344790835,1.0,0.09272581934452438,0.0,3,0,0,0,0,1,0,0,2.4461617766447925,3
1882.0,0.20330402344790835,3.0,0.09761080024868994,0.0,2,0,0,0,0,0,1,0,7.10372281932254,2
1935.7,0.20330402344790835,3.0,0.03250732747135625,0.0,5,1,0,0,0,0,0,0,2.7070770478888617,5
1935.7,0.033084643396394,1.0,0.033084643396394,0.0,1,1,0,0,0,0,0,0,0.7509986533147451,1
2094.3,0.20330402344790835,2.0,0.09272581934452438,0.0,4,0,0,0,0,0,0,1,5.218257395402033,4
1935.7,0.19690913935518253,1.0,0.045607958077982055,0.0,3,1,0,0,0,0,0,0,1.7088563426375791,3
1901.0,0.19690913935518253,5.0,0.05733191224797939,270.0,4,0,0,1,0,0,0,0,3.5954281978000586,4
2094.3,0.20330402344790835,2.0,0.08775202060573763,479.0,4,0,0,0,0,0,0,1,3.7384891855147395,4
1882.0,0.14175326405542232,4.0,0.08775202060573763,0.0,1,0,0,0,0,0,1,0,3.1340346099303527,1
1710.8,0.19690913935518253,2.0,0.09965361044497735,0.0,1,0,0,0,0,1,0,0,-2.3876934718048157,1
1710.8,0.23430144773070433,5.0,0.09965361044497735,595.1,5,0,0,0,0,1,0,0,47.90830982544948,5
1935.7,0.19690913935518253,0.0,0.09761080024868994,0.0,1,1,0,0,0,0,0,0,2.885208358177516,1
1845.8,0.23430144773070433,5.0,0.024202859934274804,0.0,3,0,1,0,0,0,0,0,0.9359376195220033,3
1935.7,0.20330402344790835,5.0,0.027267075228705924,0.0,1,1,0,0,0,0,0,0,5.761419894917857,1
1901.0,0.20330402344790835,1.0,0.09965361044497735,2007.8,10,0,0,1,0,0,0,0,31.880806169386148,10
1935.7,0.19690913935518253,4.0,0.09272581934452438,0.0,9,1,0,0,0,0,0,0,6.177220348585266,9
1901.0,0.20330402344790835,5.0,0.03250732747135625,0.0,6,0,0,1,0,0,0,0,5.285760565210106,6
1882.0,0.23430144773070433,4.0,0.09272581934452438,15747.0,16,0,0,0,0,0,1,0,9.753608182839724,16
1935.7,0.20330402344790835,2.0,0.09761080024868994,200.0,2,1,0,0,0,0,0,0,7.114779314951607,2
1776.9,0.14175326405542232,2.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,0.903053661900241,1
1901.0,0.19690913935518253,3.0,0.07287503330668799,0.0,1,0,0,1,0,0,0,0,2.529618935483432,1
1882.0,0.23430144773070433,5.0,0.09849897859490185,0.0,25,0,0,0,0,0,1,0,12.50425384365598,25
1710.8,0.20330402344790835,5.0,0.03250732747135625,0.0,1,0,0,0,0,1,0,0,1.3256765392382812,1
1776.9,0.20330402344790835,3.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,4.097088375622426,1
1882.0,0.06297184474642509,3.0,0.024202859934274804,0.0,1,0,0,0,0,0,1,0,1.1623285997728996,1
1776.9,0.23430144773070433,1.0,0.07287503330668799,45.0,2,0,0,0,1,0,0,0,0.6462525974503084,2
2094.3,0.14175326405542232,1.0,0.09849897859490185,0.0,1,0,0,0,0,0,0,1,0.825040989444718,1
1935.7,0.19690913935518253,3.0,0.08775202060573763,0.0,7,1,0,0,0,0,0,0,4.475400681018332,7
1710.8,0.19690913935518253,5.0,0.05733191224797939,24910.0,3,0,0,0,0,1,0,0,1.0776403482178891,3
2126.5,0.19690913935518253,6.0,0.05733191224797939,0.0,1,0,0,0,0,0,0,0,-0.6435781417620297,1
1901.0,0.23430144773070433,5.0,0.09272581934452438,315.48,37,0,0,1,0,0,0,0,13.90788208853452,37
1935.7,0.06297184474642509,1.0,0.09761080024868994,1230.0,2,1,0,0,0,0,0,0,3.2181978171886634,2
1776.9,0.033084643396394,2.0,0.09849897859490185,0.0,1,0,0,0,1,0,0,0,0.14792655110993416,1
1845.8,0.09960920152766675,3.0,0.09272581934452438,237.98,1,0,1,0,0,0,0,0,0.10511952986403793,1
1901.0,0.19690913935518253,1.0,0.09965361044497735,2247.5,8,0,0,1,0,0,0,0,7.675076291750886,8
1935.7,0.20330402344790835,1.0,0.09965361044497735,2502.47,16,1,0,0,0,0,0,0,41.47546252377138,16
1901.0,0.09960920152766675,5.0,0.024202859934274804,1000.0,1,0,0,1,0,0,0,0,1.4565511612234723,1
1935.7,0.14175326405542232,1.0,0.07287503330668799,735.0,7,1,0,0,0,0,0,0,2.6829457185555903,7
2126.5,0.14175326405542232,0.0,0.05733191224797939,0.0,1,0,0,0,0,0,0,0,0.015995285927561588,1
1901.0,0.23430144773070433,1.0,0.05733191224797939,0.0,1,0,0,1,0,0,0,0,1.4455810764692507,1
2094.3,0.02602362554400924,5.0,0.05733191224797939,569889.3,1,0,0,0,0,0,0,1,1.3198466057499796,1
1882.0,0.20330402344790835,2.0,0.08775202060573763,0.0,4,0,0,0,0,0,1,0,5.252189785843777,4
1901.0,0.20330402344790835,4.0,0.027267075228705924,0.0,3,0,0,1,0,0,0,0,3.211860996874747,3
2126.5,0.20330402344790835,5.0,0.09965361044497735,0.0,12,0,0,0,0,0,0,0,33.546467153261666,12
2126.5,0.19690913935518253,5.0,0.05733191224797939,0.0,1,0,0,0,0,0,0,0,1.2110189146958272,1
1901.0,0.14175326405542232,1.0,0.008837374544808598,13560.87,2,0,0,1,0,0,0,0,1.5949783278942715,2
1935.7,0.19690913935518253,1.0,0.08775202060573763,0.0,6,1,0,0,0,0,0,0,3.731806278602443,6
1882.0,0.20330402344790835,4.0,0.08775202060573763,0.0,15,0,0,0,0,0,1,0,6.536466902778321,15
1935.7,0.20330402344790835,1.0,0.027267075228705924,0.0,1,1,0,0,0,0,0,0,1.7823350632675916,1
1935.7,0.14175326405542232,0.0,0.09849897859490185,0.0,3,1,0,0,0,0,0,0,2.041239243701415,3
1901.0,0.033084643396394,4.0,0.08775202060573763,60.0,1,0,0,1,0,0,0,0,1.8033635826171979,1
1882.0,0.23430144773070433,1.0,0.09272581934452438,86218.47,7,0,0,0,0,0,1,0,6.56976082790475,7
